,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
9297,Medium,298.1,308.9,1479.0,43.4,105.0,No Failure
9298,Low,298.1,308.9,1313.0,50.6,108.0,No Failure
9299,Medium,298.1,308.9,1335.0,50.4,110.0,No Failure
9300,Low,298.1,308.9,1367.0,41.9,113.0,No Failure
9301,Medium,298.1,308.9,1459.0,50.3,115.0,No Failure
9302,Medium,298.1,308.9,1804.0,25.1,118.0,No Failure
9303,Low,298.2,309.0,1491.0,38.3,121.0,No Failure
9304,Low,298.3,309.1,1537.0,43.0,123.0,No Failure
9305,High,298.3,309.1,1646.0,30.2,125.0,No Failure
9306,Medium,298.3,309.2,1783.0,28.3,130.0,No Failure
9307,Low,298.3,309.1,1395.0,49.8,133.0,No Failure
9308,Low,298.4,309.1,1423.0,48.0,135.0,No Failure
9309,Low,298.3,309.2,1562.0,37.6,137.0,No Failure
9310,Low,298.4,309.3,1549.0,40.8,139.0,No Failure
9311,Low,298.4,309.4,1540.0,43.2,141.0,No Failure
9312,High,298.5,309.4,1573.0,33.6,143.0,No Failure
9313,Low,298.5,309.4,1418.0,45.1,148.0,No Failure
9314,Medium,298.5,309.4,1565.0,33.7,150.0,No Failure
9315,Low,298.5,309.5,1569.0,41.0,153.0,No Failure
9316,High,298.5,309.4,1417.0,41.2,155.0,No Failure
9317,Low,298.5,309.5,1480.0,38.1,160.0,No Failure
9318,Low,298.5,309.4,1364.0,44.5,162.0,No Failure
9319,Low,298.5,309.4,1895.5,21.5,164.0,No Failure
9320,Low,298.4,309.3,1409.0,43.1,166.0,No Failure
9321,Low,298.4,309.2,1335.0,53.5,168.0,No Failure
9322,Medium,298.5,309.3,1512.0,38.1,170.0,No Failure
9323,Low,298.6,309.4,1447.0,40.2,173.0,No Failure
9324,Low,298.6,309.3,1537.0,37.6,175.0,No Failure
9325,Medium,298.6,309.3,1510.0,40.8,177.0,No Failure
9326,Low,298.6,309.3,1677.0,31.2,180.0,No Failure
9327,Low,298.5,309.2,1504.0,33.7,182.0,No Failure
9328,High,298.5,309.1,1895.5,19.0,184.0,No Failure
9329,Low,298.5,309.1,1474.0,41.3,189.0,No Failure
9330,Medium,298.4,309.0,1507.0,36.1,191.0,No Failure
9331,Low,298.4,308.9,1496.0,37.9,194.0,No Failure
9332,Medium,298.5,309.0,1895.5,22.0,196.0,No Failure
9333,Low,298.5,309.0,1450.0,40.5,199.0,No Failure
9334,Low,298.4,308.9,1402.0,44.8,201.0,No Failure
9335,Low,298.4,308.9,1501.0,50.0,203.0,No Failure
9336,Low,298.5,308.9,1725.0,31.9,205.0,No Failure
9337,High,298.5,308.9,1500.0,40.3,207.0,No Failure
9338,High,298.5,309.0,1531.0,30.8,212.0,No Failure
9339,Low,298.5,309.0,1458.0,44.8,217.0,No Failure
9340,High,298.4,308.9,1577.0,37.1,0.0,No Failure
9341,Medium,298.3,308.9,1363.0,46.1,5.0,No Failure
9342,High,298.3,308.9,1706.0,31.8,8.0,No Failure
9343,Medium,298.3,308.8,1391.0,50.4,13.0,No Failure
9344,Low,298.2,308.8,1616.0,33.7,16.0,No Failure
9345,Low,298.2,308.8,1442.0,47.0,18.0,No Failure
9346,Medium,298.2,308.8,1626.0,40.4,20.0,No Failure
9347,Medium,298.2,308.7,1426.0,42.6,23.0,No Failure
9348,Low,298.2,308.7,1436.0,49.1,26.0,No Failure
9349,Medium,298.2,308.7,1599.0,36.2,28.0,No Failure
9350,Low,298.2,308.7,1895.5,17.8,31.0,No Failure
9351,Low,298.3,308.8,1645.0,30.4,33.0,No Failure
9352,Low,298.2,308.7,1780.0,27.9,35.0,No Failure
9353,Low,298.2,308.8,1345.0,44.3,37.0,No Failure
9354,Medium,298.2,308.8,1607.0,31.9,39.0,No Failure
9355,Low,298.3,308.9,1708.0,28.0,42.0,No Failure
9356,Low,298.3,308.9,1270.0,52.7,44.0,No Failure
9357,Medium,298.3,308.9,1646.0,25.4,46.0,No Failure
9358,Low,298.2,308.7,1407.0,45.1,49.0,No Failure
9359,Medium,298.1,308.7,1581.0,47.4,51.0,No Failure
9360,Low,298.0,308.6,1532.0,42.6,54.0,No Failure
9361,Low,298.0,308.6,1610.0,33.1,56.0,No Failure
9362,Medium,298.0,308.5,1682.0,33.0,58.0,No Failure
9363,Low,297.9,308.5,1519.0,34.3,61.0,No Failure
9364,Low,297.9,308.5,1683.0,28.5,63.0,No Failure
9365,Medium,298.0,308.6,1254.0,55.8,65.0,No Failure
9366,Low,298.0,308.5,1461.0,48.0,68.0,No Failure
9367,Low,297.9,308.5,1472.0,45.1,70.0,No Failure
9368,Low,297.7,308.4,1510.0,38.6,72.0,No Failure
9369,Medium,297.7,308.3,1547.0,36.8,74.0,No Failure
9370,High,297.7,308.4,1418.0,51.9,77.0,No Failure
9371,Low,297.7,308.4,1289.0,51.3,82.0,No Failure
9372,Low,297.7,308.4,1487.0,41.4,84.0,No Failure
9373,Low,297.7,308.5,1453.0,45.5,86.0,No Failure
9374,Medium,297.8,308.5,1466.0,44.7,88.0,No Failure
9375,High,297.7,308.4,1288.0,49.5,91.0,No Failure
9376,High,297.7,308.4,1738.0,27.7,96.0,No Failure
9377,High,297.7,308.3,1488.0,41.0,101.0,No Failure
9378,Low,297.6,308.3,1816.0,28.8,106.0,No Failure
9379,Low,297.5,308.2,1419.0,48.5,108.0,No Failure
9380,Low,297.4,308.1,1435.0,45.7,110.0,No Failure
9381,Medium,297.5,308.1,1480.0,42.4,112.0,No Failure
9382,Low,297.5,308.2,1610.0,33.6,115.0,No Failure
9383,High,297.5,308.1,1548.0,38.2,117.0,No Failure
9384,Medium,297.6,308.1,1379.0,57.4,122.0,No Failure
9385,Medium,297.5,308.1,1895.5,23.5,125.0,No Failure
9386,Medium,297.5,308.0,1895.5,16.7,128.0,No Failure
9387,High,297.4,307.9,1390.0,52.0,131.0,No Failure
9388,Medium,297.5,307.9,1544.0,37.9,136.0,No Failure
9389,Low,297.6,308.0,1258.0,57.4,139.0,No Failure
9390,Medium,297.5,308.0,1560.0,39.0,141.0,No Failure
9391,High,297.6,308.2,1895.5,18.5,144.0,No Failure
9392,Low,297.6,308.1,1437.0,46.3,149.0,No Failure
9393,High,297.7,308.2,1489.0,43.0,151.0,No Failure
9394,Low,297.7,308.2,1334.0,53.0,156.0,No Failure
9395,Low,297.7,308.2,1500.0,39.9,158.0,No Failure
9396,Low,297.8,308.3,1498.0,47.3,160.0,No Failure
9397,Medium,297.7,308.2,1370.0,53.4,162.0,No Failure
9398,High,297.7,308.2,1526.0,40.1,165.0,No Failure
9399,Low,297.8,308.3,1477.0,44.8,170.0,No Failure
9400,Low,297.7,308.2,1446.0,43.9,172.0,No Failure
9401,Medium,297.7,308.2,1720.0,25.6,174.0,No Failure
9402,Low,297.7,308.1,1734.0,30.7,177.0,No Failure
9403,Low,297.7,308.1,1697.0,29.1,179.0,No Failure
9404,Low,297.7,308.2,1895.5,19.3,181.0,No Failure
9405,Medium,297.7,308.1,1469.0,48.8,183.0,No Failure
9406,Medium,297.7,308.1,1895.5,15.6,186.0,No Failure
9407,Low,297.8,308.3,1435.0,50.1,189.0,No Failure
9408,High,297.9,308.4,1637.0,34.5,191.0,No Failure
9409,Low,298.0,308.5,1664.0,28.3,196.0,No Failure
9410,Medium,298.0,308.5,1666.0,31.0,198.0,No Failure
9411,Low,298.0,308.5,1404.0,46.6,201.0,No Failure
9412,Low,298.0,308.5,1702.0,26.7,203.0,No Failure
9413,Low,298.1,308.6,1439.0,44.9,205.0,No Failure
9414,Low,298.1,308.6,1354.0,53.9,207.0,Overstrain Failure
9415,Medium,298.2,308.7,1361.0,44.2,0.0,No Failure
9416,Medium,298.1,308.5,1463.0,45.9,3.0,No Failure
9417,High,298.1,308.4,1515.0,43.8,6.0,No Failure
9418,Low,298.0,308.4,1432.0,46.2,11.0,No Failure
9419,Low,298.0,308.4,1895.5,22.0,13.0,No Failure
9420,Low,298.0,308.4,1472.0,42.0,15.0,No Failure
9421,Medium,298.1,308.5,1382.0,54.5,17.0,No Failure
9422,Low,298.1,308.5,1665.0,29.6,20.0,No Failure
9423,Low,298.1,308.5,1676.0,30.5,22.0,No Failure
9424,Medium,298.0,308.5,1585.0,33.0,24.0,No Failure
9425,Medium,298.1,308.6,1415.0,46.3,27.0,No Failure
9426,Low,298.1,308.7,1341.0,55.7,30.0,No Failure
9427,Low,298.2,308.8,1540.0,34.8,32.0,No Failure
9428,High,298.2,308.8,1837.0,28.4,34.0,No Failure
9429,Low,298.2,308.8,1498.0,36.0,39.0,No Failure
9430,Low,298.1,308.7,1671.0,28.8,41.0,No Failure
9431,Low,298.0,308.6,1430.0,57.0,43.0,No Failure
9432,Low,298.0,308.7,1619.0,40.1,45.0,No Failure
9433,Medium,298.0,308.7,1430.0,51.9,47.0,No Failure
9434,Low,298.0,308.6,1626.0,33.3,50.0,No Failure
9435,Low,298.0,308.7,1443.0,49.3,52.0,No Failure
9436,Low,298.0,308.6,1481.0,42.5,54.0,No Failure
9437,Medium,298.1,308.7,1527.0,43.0,56.0,No Failure
9438,Medium,298.1,308.7,1315.0,56.8,59.0,No Failure
9439,Medium,298.1,308.8,1433.0,48.2,62.0,No Failure
9440,Medium,298.1,308.8,1378.0,53.5,65.0,No Failure
9441,Low,298.1,308.8,1432.0,43.4,68.0,No Failure
9442,Medium,298.1,308.8,1394.0,47.9,70.0,No Failure
9443,High,298.0,308.8,1411.0,53.8,73.0,No Failure
9444,Low,298.1,308.9,1895.5,15.9,78.0,No Failure
9445,Medium,298.2,309.0,1446.0,45.8,80.0,No Failure
9446,High,298.1,308.9,1388.0,53.5,83.0,No Failure
9447,Medium,298.1,308.9,1323.0,51.7,88.0,No Failure
9448,Low,298.2,309.0,1780.0,29.3,91.0,No Failure
9449,Medium,298.1,308.8,1434.0,41.8,93.0,No Failure
9450,Medium,298.0,308.7,1494.0,42.6,96.0,No Failure
9451,High,298.0,308.7,1536.0,39.6,99.0,No Failure
9452,Medium,298.0,308.7,1392.0,53.4,104.0,No Failure
9453,High,298.2,309.0,1360.0,56.8,107.0,No Failure
9454,Low,298.4,309.2,1583.0,35.4,112.0,No Failure
9455,Low,298.5,309.2,1895.5,20.2,114.0,No Failure
9456,Low,298.5,309.3,1630.0,33.3,116.0,No Failure
9457,Medium,298.5,309.3,1692.0,26.7,118.0,No Failure
9458,Low,298.4,309.1,1417.0,40.6,121.0,No Failure
9459,Low,298.4,309.1,1579.0,36.1,123.0,No Failure
9460,Medium,298.4,309.2,1399.0,45.2,125.0,No Failure
9461,Medium,298.4,309.2,1414.0,46.4,128.0,No Failure
9462,Low,298.5,309.3,1570.0,40.1,131.0,No Failure
9463,Medium,298.5,309.3,1552.0,36.8,133.0,No Failure
9464,Low,298.6,309.4,1440.0,48.2,136.0,No Failure
9465,Medium,298.6,309.4,1460.0,43.8,138.0,No Failure
9466,Low,298.6,309.4,1471.0,48.0,141.0,No Failure
9467,Low,298.6,309.3,1702.0,27.6,143.0,No Failure
9468,Low,298.6,309.4,1375.0,55.4,145.0,No Failure
9469,Low,298.6,309.4,1698.0,33.2,147.0,No Failure
9470,High,298.6,309.4,1439.0,47.1,149.0,No Failure
9471,Medium,298.6,309.4,1774.0,27.5,154.0,No Failure
9472,Medium,298.7,309.4,1375.0,48.3,157.0,No Failure
9473,Low,298.7,309.5,1446.0,40.0,160.0,No Failure
9474,Medium,298.7,309.6,1455.0,46.8,162.0,No Failure
9475,Low,298.8,309.6,1523.0,41.9,165.0,No Failure
9476,Medium,298.8,309.6,1692.0,31.9,167.0,No Failure
9477,Medium,298.8,309.6,1693.0,33.3,170.0,No Failure
9478,Low,298.8,309.6,1890.0,24.0,173.0,No Failure
9479,High,298.9,309.6,1600.0,33.5,175.0,No Failure
9480,Medium,298.9,309.6,1434.0,43.8,180.0,No Failure
9481,Low,298.9,309.6,1365.0,50.9,183.0,No Failure
9482,High,298.8,309.6,1309.0,57.4,185.0,No Failure
9483,High,298.9,309.6,1546.0,35.3,190.0,No Failure
9484,Low,298.9,309.6,1663.0,33.7,195.0,No Failure
9485,Low,298.9,309.6,1589.0,34.2,197.0,No Failure
9486,Medium,298.9,309.6,1472.0,46.0,199.0,No Failure
9487,Low,298.9,309.6,1583.0,39.8,202.0,No Failure
9488,Medium,298.9,309.6,1567.0,34.5,204.0,No Failure
9489,Low,298.9,309.7,1407.0,41.9,207.0,No Failure
9490,Medium,299.0,309.7,1418.0,44.7,209.0,No Failure
9491,Medium,299.0,309.7,1489.0,40.7,212.0,No Failure
9492,Low,299.1,309.9,1586.0,36.6,215.0,No Failure
9493,Low,299.1,309.8,1398.0,55.4,217.0,Overstrain Failure
9494,Low,299.2,309.9,1516.0,41.4,219.0,No Failure
9495,High,299.3,310.0,1373.0,44.8,221.0,No Failure
9496,Medium,299.2,310.0,1349.0,50.4,226.0,No Failure
9497,High,299.1,309.9,1443.0,40.3,0.0,No Failure
9498,High,299.2,310.1,1542.0,36.1,5.0,No Failure
9499,Low,299.2,310.1,1534.0,37.7,10.0,No Failure
9500,Low,299.2,310.2,1697.0,30.6,12.0,No Failure
9501,Low,299.3,310.3,1396.0,47.4,14.0,No Failure
9502,Low,299.3,310.2,1495.0,49.2,16.0,No Failure
9503,Medium,299.2,310.3,1551.0,44.8,18.0,No Failure
9504,Low,299.2,310.3,1440.0,47.0,21.0,No Failure
9505,Low,299.2,310.3,1429.0,40.1,23.0,No Failure
9506,High,299.3,310.4,1548.0,41.6,25.0,No Failure
9507,Low,299.3,310.5,1505.0,38.8,30.0,No Failure
9508,Low,299.2,310.4,1611.0,36.4,32.0,No Failure
9509,Medium,299.2,310.4,1502.0,39.8,34.0,No Failure
9510,Medium,299.2,310.4,1504.0,43.3,37.0,No Failure
9511,Low,299.1,310.3,1449.0,40.7,40.0,No Failure
9512,Low,299.0,310.2,1575.0,37.8,42.0,No Failure
9513,Medium,299.0,310.2,1598.0,33.4,44.0,No Failure
9514,Low,299.0,310.1,1416.0,45.9,47.0,No Failure
9515,Low,299.0,310.2,1682.0,28.8,49.0,No Failure
9516,Low,298.9,310.1,1341.0,54.5,51.0,No Failure
9517,Low,298.9,310.1,1523.0,39.1,53.0,No Failure
9518,Low,299.0,310.1,1580.0,41.9,55.0,No Failure
9519,Low,299.0,310.1,1531.0,36.0,57.0,No Failure
9520,Low,299.0,310.1,1375.0,48.9,59.0,No Failure
9521,Medium,298.9,310.1,1484.0,40.4,61.0,No Failure
9522,Medium,299.0,310.2,1657.0,32.3,64.0,No Failure
9523,Low,299.0,310.2,1494.0,40.6,67.0,No Failure
9524,High,299.0,310.3,1658.0,27.6,69.0,No Failure
9525,Low,299.1,310.3,1411.0,42.1,74.0,No Failure
9526,Medium,299.2,310.4,1395.0,55.4,76.0,No Failure
9527,Low,299.1,310.4,1550.0,43.9,79.0,No Failure
9528,Medium,299.1,310.3,1233.0,59.0,81.0,No Failure
9529,Low,299.1,310.3,1459.0,46.7,84.0,No Failure
9530,High,299.1,310.4,1405.0,53.6,86.0,No Failure
9531,Low,299.2,310.5,1458.0,44.1,91.0,No Failure
9532,Low,299.2,310.5,1384.0,48.7,93.0,No Failure
9533,Low,299.2,310.5,1705.0,29.5,95.0,No Failure
9534,Low,299.3,310.6,1443.0,45.7,97.0,No Failure
9535,Medium,299.3,310.6,1609.0,31.4,99.0,No Failure
9536,Low,299.3,310.5,1818.0,26.0,102.0,No Failure
9537,Medium,299.3,310.6,1457.0,42.1,104.0,No Failure
9538,Low,299.3,310.6,1480.0,45.1,107.0,No Failure
9539,Low,299.4,310.8,1424.0,47.7,109.0,No Failure
9540,Medium,299.4,310.8,1628.0,40.2,111.0,No Failure
9541,Medium,299.5,310.8,1754.0,31.3,114.0,No Failure
9542,Low,299.6,310.9,1716.0,28.5,117.0,No Failure
9543,Medium,299.5,310.9,1378.0,48.7,119.0,No Failure
9544,Low,299.6,311.0,1708.0,31.0,122.0,No Failure
9545,Low,299.6,311.0,1430.0,38.3,124.0,No Failure
9546,Medium,299.7,311.2,1560.0,43.9,126.0,No Failure
9547,Low,299.6,311.1,1679.0,30.7,129.0,No Failure
9548,Low,299.6,311.1,1521.0,37.2,131.0,No Failure
9549,Medium,299.6,311.1,1649.0,33.8,133.0,No Failure
9550,Medium,299.5,311.0,1451.0,43.3,136.0,No Failure
9551,Low,299.4,310.8,1391.0,48.9,139.0,No Failure
9552,Medium,299.3,310.8,1523.0,40.9,141.0,No Failure
9553,Low,299.3,310.7,1495.0,39.2,144.0,No Failure
9554,Medium,299.3,310.7,1440.0,45.5,146.0,No Failure
9555,High,299.4,310.8,1585.0,31.4,149.0,No Failure
9556,Low,299.5,310.8,1374.0,48.3,154.0,No Failure
9557,Medium,299.5,310.8,1507.0,40.2,156.0,No Failure
9558,Medium,299.5,310.9,1577.0,34.6,159.0,No Failure
9559,Low,299.5,310.9,1496.0,38.5,162.0,No Failure
9560,Low,299.6,310.9,1487.0,42.5,164.0,No Failure
9561,Low,299.6,310.9,1853.0,26.3,166.0,No Failure
9562,Medium,299.7,311.0,1435.0,50.1,168.0,No Failure
9563,Medium,299.8,311.1,1763.0,25.5,171.0,No Failure
9564,Low,299.8,311.1,1820.0,24.9,174.0,No Failure
9565,Medium,299.8,311.1,1498.0,38.1,176.0,No Failure
9566,Low,299.8,311.1,1603.0,35.1,179.0,No Failure
9567,Low,299.8,311.1,1412.0,42.5,181.0,No Failure
9568,Low,299.8,311.1,1588.0,38.0,183.0,No Failure
9569,Medium,299.8,311.0,1895.5,20.0,185.0,No Failure
9570,Low,299.7,310.9,1384.0,48.2,188.0,No Failure
9571,Low,299.7,310.8,1589.0,36.0,190.0,No Failure
9572,Medium,299.7,310.8,1405.0,47.6,192.0,No Failure
9573,Low,299.7,310.9,1491.0,40.1,195.0,No Failure
9574,High,299.7,310.8,1418.0,46.6,197.0,No Failure
9575,Medium,299.6,310.8,1603.0,35.4,202.0,No Failure
9576,Low,299.6,310.7,1895.5,23.3,205.0,Tool Wear Failure
9577,Medium,299.5,310.7,1364.0,49.5,0.0,No Failure
9578,Low,299.4,310.7,1551.0,41.2,3.0,No Failure
9579,Low,299.5,310.7,1589.0,33.5,5.0,No Failure
9580,Medium,299.5,310.7,1423.0,56.5,7.0,No Failure
9581,Low,299.4,310.6,1418.0,53.1,10.0,No Failure
9582,Medium,299.3,310.5,1404.0,47.5,12.0,No Failure
9583,Low,299.3,310.5,1281.0,59.8,15.0,No Failure
9584,Low,299.3,310.5,1529.0,41.3,17.0,No Failure
9585,Medium,299.3,310.5,1563.0,42.1,19.0,No Failure
9586,Low,299.4,310.6,1348.0,54.5,22.0,No Failure
9587,Medium,299.3,310.5,1462.0,40.5,24.0,No Failure
9588,High,299.3,310.4,1510.0,45.5,27.0,No Failure
9589,Low,299.2,310.4,1472.0,43.3,32.0,No Failure
9590,Medium,299.2,310.4,1325.0,52.0,34.0,No Failure
9591,Low,299.2,310.4,1570.0,37.3,37.0,No Failure
9592,Low,299.2,310.4,1379.0,46.8,39.0,No Failure
9593,Low,299.1,310.2,1352.0,52.8,41.0,No Failure
9594,Low,299.1,310.3,1727.0,28.7,43.0,No Failure
9595,High,299.0,310.1,1432.0,50.0,45.0,No Failure
9596,Low,298.9,310.1,1466.0,43.4,50.0,No Failure
9597,Low,298.9,310.1,1510.0,38.0,52.0,No Failure
9598,Low,299.0,310.2,1490.0,41.1,54.0,No Failure
9599,Low,299.0,310.1,1463.0,37.4,56.0,No Failure
9600,Medium,298.9,310.0,1561.0,45.3,58.0,No Failure
9601,Low,298.9,310.1,1895.5,18.0,61.0,No Failure
9602,Low,298.9,310.2,1705.0,32.5,63.0,No Failure
9603,Medium,298.9,310.1,1549.0,40.2,65.0,No Failure
9604,High,299.0,310.2,1637.0,38.0,68.0,No Failure
9605,Medium,298.9,310.1,1484.0,37.9,73.0,No Failure
9606,Low,298.9,310.1,1401.0,44.4,76.0,No Failure
9607,Low,298.9,310.1,1571.0,36.8,78.0,No Failure
9608,Medium,298.9,310.1,1513.0,41.5,80.0,No Failure
9609,Low,299.0,310.1,1470.0,40.3,83.0,No Failure
9610,Low,299.0,310.1,1505.0,41.3,85.0,No Failure
9611,Low,299.0,310.2,1432.0,42.2,87.0,No Failure
9612,Medium,299.0,310.2,1625.0,31.8,89.0,No Failure
9613,Low,299.0,310.2,1377.0,62.5,92.0,Power Failure
9614,Medium,299.1,310.3,1441.0,43.9,94.0,No Failure
9615,Medium,299.0,310.2,1564.0,39.9,97.0,No Failure
9616,Low,298.9,310.1,1580.0,37.3,100.0,No Failure
9617,Low,299.0,310.2,1516.0,35.3,102.0,No Failure
9618,Low,299.0,310.1,1447.0,42.8,104.0,No Failure
9619,Medium,298.9,310.0,1323.0,52.9,106.0,No Failure
9620,Low,298.9,310.0,1470.0,45.9,109.0,No Failure
9621,Medium,299.0,310.0,1895.5,19.5,111.0,No Failure
9622,Low,298.9,310.0,1794.0,27.2,114.0,No Failure
9623,Low,298.9,310.1,1356.0,47.8,116.0,No Failure
9624,High,299.0,310.1,1555.0,38.6,118.0,No Failure
9625,Medium,299.0,310.1,1487.0,47.5,123.0,No Failure
9626,Medium,299.0,310.0,1341.0,58.9,126.0,No Failure
9627,Medium,298.9,310.0,1487.0,36.6,129.0,No Failure
9628,High,299.0,310.0,1569.0,34.3,132.0,No Failure
9629,High,299.0,310.1,1895.5,19.7,137.0,No Failure
9630,Low,299.0,310.1,1583.0,35.8,142.0,No Failure
9631,Low,299.0,310.0,1672.0,33.2,144.0,No Failure
9632,Medium,299.0,310.0,1337.0,57.4,146.0,No Failure
9633,High,299.1,310.1,1421.0,41.2,149.0,No Failure
9634,Low,299.1,310.2,1425.0,52.7,154.0,No Failure
9635,Low,299.2,310.2,1609.0,33.2,156.0,No Failure
9636,Low,299.2,310.3,1507.0,41.3,158.0,No Failure
9637,Low,299.2,310.3,1463.0,38.9,160.0,No Failure
9638,High,299.3,310.4,1393.0,44.9,162.0,No Failure
9639,Low,299.3,310.4,1725.0,26.8,167.0,No Failure
9640,Low,299.4,310.5,1514.0,36.1,169.0,No Failure
9641,Low,299.3,310.4,1365.0,53.9,171.0,No Failure
9642,Low,299.4,310.5,1372.0,46.3,173.0,No Failure
9643,Low,299.4,310.4,1509.0,40.6,175.0,No Failure
9644,Low,299.3,310.4,1629.0,32.6,177.0,No Failure
9645,Low,299.4,310.5,1749.0,28.1,179.0,No Failure
9646,Low,299.4,310.4,1582.0,31.7,181.0,No Failure
9647,Low,299.2,310.2,1458.0,47.0,183.0,No Failure
9648,Low,299.1,310.1,1416.0,41.2,185.0,No Failure
9649,High,299.1,310.0,1657.0,33.1,187.0,No Failure
9650,Medium,299.1,310.0,1437.0,41.1,192.0,No Failure
9651,Medium,299.1,310.0,1580.0,36.0,195.0,No Failure
9652,Medium,299.0,310.0,1488.0,46.3,198.0,No Failure
9653,Low,299.0,309.9,1373.0,55.7,201.0,Overstrain Failure
9654,Low,299.1,310.0,1367.0,56.3,203.0,Overstrain Failure
9655,High,299.1,310.0,1431.0,49.5,205.0,No Failure
9656,Low,299.0,310.1,1623.0,33.0,210.0,No Failure
9657,Low,299.0,310.0,1484.0,39.6,212.0,No Failure
9658,Low,299.0,309.9,1548.0,34.5,214.0,No Failure
9659,Low,298.9,309.8,1287.0,61.9,216.0,Overstrain Failure
9660,Medium,298.9,309.8,1392.0,43.1,218.0,No Failure
9661,High,299.0,310.0,1458.0,44.9,221.0,No Failure
9662,Medium,299.1,310.1,1570.0,30.9,226.0,No Failure
9663,Low,299.1,310.1,1435.0,48.8,229.0,Overstrain Failure
9664,Low,299.1,310.2,1317.0,54.8,231.0,Overstrain Failure
9665,Low,299.2,310.3,1610.0,33.3,233.0,No Failure
9666,Medium,299.1,310.3,1838.0,24.0,235.0,No Failure
9667,Low,299.2,310.3,1352.0,48.9,238.0,Overstrain Failure
9668,Low,299.1,310.3,1619.0,35.2,240.0,No Failure
9669,Low,299.1,310.3,1619.0,31.1,242.0,No Failure
9670,Low,299.0,310.2,1690.0,30.7,244.0,No Failure
9671,Low,299.0,310.2,1412.0,44.1,246.0,No Failure
9672,High,299.0,310.2,1744.0,31.5,0.0,No Failure
9673,Medium,299.0,310.1,1593.0,35.4,5.0,No Failure
9674,Low,299.1,310.2,1695.0,29.6,8.0,No Failure
9675,Medium,299.0,310.2,1298.0,57.2,10.0,No Failure
9676,Low,299.0,310.1,1886.0,21.2,13.0,No Failure
9677,Low,299.0,310.1,1895.5,19.3,15.0,No Failure
9678,Medium,299.1,310.2,1711.0,28.1,17.0,No Failure
9679,Low,299.1,310.2,1598.0,33.4,20.0,No Failure
9680,Low,299.1,310.1,1894.0,24.2,22.0,No Failure
9681,Medium,299.1,310.1,1412.0,44.4,24.0,No Failure
9682,Low,299.1,310.0,1394.0,46.6,27.0,No Failure
9683,Medium,299.0,310.0,1338.0,56.4,29.0,No Failure
9684,High,298.9,309.9,1376.0,51.0,32.0,No Failure
9685,Low,299.0,310.0,1360.0,48.1,37.0,No Failure
9686,Low,299.1,310.1,1486.0,40.7,39.0,No Failure
9687,Medium,299.1,310.1,1649.0,31.6,41.0,No Failure
9688,Low,299.1,310.1,1367.0,45.6,44.0,No Failure
9689,Low,299.0,310.1,1362.0,59.5,46.0,No Failure
9690,Medium,298.9,310.0,1520.0,35.6,48.0,No Failure
9691,Low,299.0,310.0,1582.0,31.9,51.0,No Failure
9692,Medium,299.0,310.0,1667.0,30.0,53.0,No Failure
9693,Low,298.9,310.0,1693.0,28.8,56.0,No Failure
9694,Low,298.9,310.0,1559.0,33.4,58.0,No Failure
9695,Low,298.9,309.9,1592.0,32.0,60.0,No Failure
9696,Low,298.9,309.9,1404.0,39.8,62.0,No Failure
9697,Medium,298.8,309.8,1413.0,45.5,64.0,No Failure
9698,Low,298.8,309.8,1663.0,28.2,67.0,No Failure
9699,Low,298.8,309.8,1508.0,36.3,69.0,No Failure
9700,Medium,298.9,309.8,1353.0,53.7,71.0,No Failure
9701,Low,298.8,309.8,1485.0,42.4,74.0,No Failure
9702,Low,298.9,310.0,1633.0,31.2,76.0,No Failure
9703,Low,298.9,310.0,1422.0,43.6,78.0,No Failure
9704,Low,298.9,310.1,1577.0,41.4,80.0,No Failure
9705,Low,298.9,310.0,1482.0,41.1,82.0,No Failure
9706,Medium,299.0,310.1,1705.0,30.1,84.0,No Failure
9707,Low,299.0,310.1,1699.0,32.9,87.0,No Failure
9708,Low,299.0,310.1,1664.0,29.7,89.0,No Failure
9709,Medium,299.0,310.0,1486.0,34.6,91.0,No Failure
9710,Low,299.1,310.1,1336.0,61.3,94.0,No Failure
9711,High,299.1,310.1,1429.0,42.9,96.0,No Failure
9712,Medium,299.1,310.2,1456.0,48.4,101.0,No Failure
9713,Low,299.1,310.2,1496.0,45.0,104.0,No Failure
9714,Low,299.1,310.1,1894.0,20.1,106.0,No Failure
9715,Low,299.1,310.1,1373.0,55.6,108.0,No Failure
9716,High,299.0,310.0,1387.0,45.2,110.0,No Failure
9717,Low,298.9,309.9,1500.0,44.2,115.0,No Failure
9718,Low,298.9,309.9,1517.0,36.6,117.0,No Failure
9719,Low,298.9,309.9,1309.0,56.2,119.0,No Failure
9720,Medium,298.9,309.9,1357.0,54.5,121.0,No Failure
9721,Low,298.8,309.8,1490.0,40.6,124.0,No Failure
9722,High,298.8,309.8,1895.5,21.6,126.0,No Failure
9723,Low,298.8,309.8,1599.0,33.6,131.0,No Failure
9724,Medium,298.8,309.7,1895.5,19.0,133.0,No Failure
9725,Medium,298.7,309.7,1629.0,27.9,136.0,No Failure
9726,Low,298.8,309.8,1557.0,37.2,139.0,No Failure
9727,Low,298.8,309.8,1461.0,39.4,141.0,No Failure
9728,Low,298.8,309.8,1563.0,33.7,143.0,No Failure
